instant,atemp,casual,cnt,dteday,holiday,hr,hum,mnth,registered,season,temp,weathersit,weekday,windspeed,workingday,yr
10448,0.4091,44,180,2012-03-16,0,10,0.87,3,136,1,0.4,2,5,0.0896,1,1
15776,0.6061,48,316,2012-10-24,0,12,0.61,10,268,4,0.62,1,3,0.0896,1,1
8987,0.1212,3,17,2012-01-15,0,7,0.54,1,14,1,0.12,1,0,0.2836,0,1
4445,0.5758,12,55,2011-07-09,0,2,0.89,7,43,3,0.64,1,6,0.1642,0,0
7217,0.3333,11,251,2011-11-02,0,7,0.81,11,240,4,0.3,1,3,0,1,0
14023,0.6667,167,449,2012-08-12,0,11,0.42,8,282,3,0.74,1,0,0.1642,0,1
16875,0.4545,21,245,2012-12-10,0,21,0.94,12,224,4,0.46,2,1,0.194,1,1
871,0.1818,4,176,2011-02-08,0,17,0.32,2,172,1,0.22,1,2,0.5821,1,0
4654,0.697,145,379,2011-07-17,0,19,0.55,7,234,3,0.76,1,0,0.2836,0,0
17166,0.2121,3,27,2012-12-23,0,0,0.47,12,24,1,0.22,1,0,0.2836,0,1
7598,0.2273,0,5,2011-11-18,0,4,0.44,11,5,4,0.22,1,5,0.1642,1,0
8944,0.197,14,154,2012-01-13,0,12,0.38,1,140,1,0.24,1,5,0.4925,1,1
3078,0.4848,2,4,2011-05-13,0,3,0.88,5,2,2,0.5,2,5,0.1343,1,0
12001,0.4848,1,8,2012-05-20,0,5,0.72,5,7,2,0.5,1,0,0.1045,0,1
1490,0.2121,15,58,2011-03-07,0,10,0.6,3,43,1,0.24,1,1,0.2985,1,0
3345,0.5455,10,112,2011-05-24,0,6,0.94,5,102,2,0.58,2,2,0.194,1,0
3350,0.6667,33,175,2011-05-24,0,11,0.51,5,142,2,0.74,1,2,0.2239,1,0
15000,0.5303,5,15,2012-09-22,0,4,0.83,9,10,3,0.56,1,6,0.2836,0,1
3051,0.4545,5,44,2011-05-12,0,0,0.88,5,39,2,0.46,2,4,0.2239,1,0
8728,0.1212,6,46,2012-01-04,0,11,0.42,1,40,1,0.08,2,3,0.0896,1,1
12536,0.7273,63,261,2012-06-11,0,12,0.43,6,198,2,0.8,2,1,0.194,1,1
16015,0.303,12,53,2012-11-04,0,23,0.56,11,41,4,0.3,2,0,0.1642,0,1
13755,0.5758,19,487,2012-08-01,0,7,0.83,8,468,3,0.64,2,3,0.1343,1,1
4794,0.8788,78,215,2011-07-23,0,15,0.38,7,137,3,0.94,1,6,0,0,0
14095,0.6818,80,235,2012-08-15,0,11,0.58,8,155,3,0.74,2,3,0.194,1,1
193,0.0909,1,6,2011-01-09,0,7,0.53,1,5,1,0.08,1,0,0.194,0,0
16565,0.2424,2,97,2012-11-27,0,22,0.81,11,95,4,0.24,1,2,0.1642,1,1
5707,0.5152,2,27,2011-08-31,0,5,0.83,8,25,3,0.54,1,3,0.0896,1,0
5700,0.6061,22,143,2011-08-30,0,22,0.61,8,121,3,0.62,1,2,0,1,0
9359,0.303,2,181,2012-01-30,0,20,0.39,1,179,1,0.3,1,1,0.1642,1,1
10540,0.5,6,100,2012-03-20,0,6,0.94,3,94,1,0.52,2,2,0.1642,1,1
3049,0.4848,12,146,2011-05-11,0,22,0.72,5,134,2,0.5,1,3,0.2537,1,0
863,0.197,7,135,2011-02-08,0,9,0.52,2,128,1,0.24,1,2,0.4925,1,0
8185,0.3333,5,214,2011-12-12,0,16,0.57,12,209,4,0.32,2,1,0.0896,1,0
13511,0.5455,13,43,2012-07-22,0,3,0.88,7,30,3,0.6,2,0,0.1045,0,1
17339,0.2121,0,13,2012-12-30,0,7,0.56,12,13,1,0.24,1,0,0.3582,0,1
7169,0.2879,11,227,2011-10-31,0,7,0.93,10,216,4,0.24,1,1,0,1,0
15318,0.6212,68,260,2012-10-05,0,10,0.54,10,192,4,0.66,1,5,0,1,1
11993,0.6212,81,259,2012-05-19,0,21,0.5,5,178,2,0.64,1,6,0,0,1
11452,0.4091,17,592,2012-04-27,0,8,0.5,4,575,2,0.4,1,5,0,1,1
2912,0.3485,0,16,2011-05-06,0,5,0.81,5,16,2,0.34,1,5,0.1045,1,0
5136,0.6667,28,114,2011-08-06,0,21,0.84,8,86,3,0.7,2,6,0.3284,0,0
466,0.1667,6,63,2011-01-21,0,10,0.47,1,57,1,0.2,1,5,0.4627,1,0
11937,0.6212,86,327,2012-05-17,0,13,0.41,5,241,2,0.62,1,4,0.194,1,1
7261,0.3939,1,8,2011-11-04,0,3,0.87,11,7,4,0.38,2,5,0.1642,1,0
12607,0.6212,60,228,2012-06-14,0,11,0.57,6,168,2,0.66,1,4,0.2537,1,1
3458,0.5758,44,125,2011-05-28,0,23,0.83,5,81,2,0.64,1,6,0.194,0,0
9942,0.4091,2,82,2012-02-24,0,6,0.87,2,80,1,0.4,2,5,0.1642,1,1
7631,0.4242,118,363,2011-11-19,0,13,0.3,11,245,4,0.42,1,6,0.2836,0,0
13800,0.6061,1,12,2012-08-03,0,4,0.83,8,11,3,0.66,1,5,0.2537,1,1
6858,0.4545,15,341,2011-10-18,0,7,0.88,10,326,4,0.46,1,2,0.0896,1,0
7236,0.3333,2,7,2011-11-03,0,2,0.76,11,5,4,0.34,1,4,0.1343,1,0
8245,0.303,0,6,2011-12-15,0,4,0.7,12,6,4,0.32,2,4,0.2239,1,0
4615,0.5909,9,16,2011-07-16,0,4,0.73,7,7,3,0.6,1,6,0.0896,0,0
12095,0.5455,1,4,2012-05-24,0,3,0.88,5,3,2,0.6,2,4,0.1045,1,1
8716,0.0758,0,18,2012-01-03,0,23,0.46,1,18,1,0.1,1,2,0.3881,1,1
12469,0.6667,114,793,2012-06-08,0,17,0.29,6,679,2,0.76,1,5,0.194,1,1
3871,0.4848,0,4,2011-06-15,0,4,0.63,6,4,2,0.5,1,3,0.2836,1,0
2973,0.5455,63,268,2011-05-08,0,18,0.49,5,205,2,0.58,1,0,0,0,0
10839,0.5,232,555,2012-04-01,0,17,0.55,4,323,2,0.52,1,0,0.2836,0,1
5336,0.5455,3,17,2011-08-15,0,5,0.88,8,14,3,0.6,2,1,0.194,1,0
1900,0.2576,3,62,2011-03-24,0,22,0.65,3,59,2,0.26,1,4,0.1642,1,0
1085,0.4848,8,76,2011-02-17,0,22,0.59,2,68,1,0.5,1,4,0.2836,1,0
10711,0.2273,8,267,2012-03-27,0,9,0.38,3,259,2,0.24,1,2,0.194,1,1
3427,0.697,63,419,2011-05-27,0,16,0.55,5,356,2,0.76,2,5,0.3881,1,0
2580,0.303,17,195,2011-04-22,0,9,0.61,4,178,2,0.34,3,5,0.2985,1,0
904,0.1364,0,1,2011-02-10,0,4,0.59,2,1,1,0.14,2,4,0.2239,1,0
16842,0.4091,60,315,2012-12-09,0,12,0.82,12,255,4,0.4,2,0,0.2985,0,1
14329,0.6061,4,14,2012-08-25,0,5,0.73,8,10,3,0.64,2,6,0.1642,0,1
1103,0.6212,68,232,2011-02-18,0,16,0.36,2,164,1,0.66,1,5,0.2836,1,0
14336,0.6667,217,584,2012-08-25,0,12,0.54,8,367,3,0.72,3,6,0.3881,0,1
3651,0.5909,11,29,2011-06-06,0,0,0.78,6,18,2,0.62,1,1,0.1343,1,0
3518,0.803,28,106,2011-05-31,0,11,0.47,5,78,2,0.86,1,2,0,1,0
14665,0.5909,2,15,2012-09-08,0,5,0.94,9,13,3,0.66,2,6,0.2537,0,1
17177,0.2273,48,152,2012-12-23,0,11,0.52,12,104,1,0.24,1,0,0.194,0,1
6212,0.5303,21,208,2011-09-21,0,9,1,9,187,3,0.56,2,3,0.0896,1,0
9700,0.3182,0,3,2012-02-14,0,2,0.41,2,3,1,0.28,2,2,0,1,1
7224,0.4848,40,172,2011-11-02,0,14,0.45,11,132,4,0.5,1,3,0.1642,1,0
6840,0.5303,49,205,2011-10-17,0,13,0.46,10,156,4,0.56,1,1,0.0896,1,0
38,0.3485,4,59,2011-01-02,0,14,0.76,1,55,1,0.36,3,0,0.194,0,0
4898,0.6667,16,109,2011-07-27,0,23,0.45,7,93,3,0.74,1,3,0.0896,1,0
13404,0.8182,64,381,2012-07-17,0,16,0.29,7,317,3,0.92,1,2,0.1642,1,1
10997,0.4091,19,84,2012-04-08,0,8,0.3,4,65,2,0.4,1,0,0.194,0,1
6055,0.6667,40,261,2011-09-14,0,20,0.58,9,221,3,0.72,2,3,0.4179,1,0
17354,0.197,6,36,2012-12-30,0,22,0.55,12,30,1,0.2,1,0,0.194,0,1
10336,0.5,133,389,2012-03-11,0,18,0.29,3,256,1,0.52,1,0,0.2836,0,1
606,0.2121,0,30,2011-01-28,0,11,0.93,1,30,1,0.18,3,5,0.1045,1,0
5310,0.5606,5,27,2011-08-14,0,3,0.94,8,22,3,0.64,2,0,0.2537,0,0
4661,0.6061,2,10,2011-07-18,0,2,0.83,7,8,3,0.66,1,1,0.2239,1,0
12921,0.697,77,321,2012-06-27,0,13,0.27,6,244,3,0.8,1,3,0.3284,1,1
8984,0.1364,1,6,2012-01-15,0,4,0.47,1,5,1,0.16,2,0,0.3881,0,1
15477,0.4091,8,37,2012-10-12,0,1,0.66,10,29,4,0.4,1,5,0.0896,1,1
15829,0.5303,125,817,2012-10-26,0,17,0.76,10,692,4,0.56,2,5,0.194,1,1
14278,0.5758,9,20,2012-08-23,0,2,0.83,8,11,3,0.62,1,4,0,1,1
17303,0.2273,15,128,2012-12-28,0,19,0.65,12,113,1,0.24,2,5,0.194,1,1
14837,0.6212,79,342,2012-09-15,0,9,0.43,9,263,3,0.6,1,6,0.4179,0,1
15177,0.6212,233,686,2012-09-29,0,13,0.41,9,453,4,0.62,1,6,0.2985,0,1
14813,0.5909,46,347,2012-09-14,0,9,0.78,9,301,3,0.62,2,5,0.1642,1,1
10573,0.5303,68,243,2012-03-21,0,15,0.78,3,175,2,0.56,2,3,0,1,1
11743,0.6212,45,201,2012-05-09,0,11,0.59,5,156,2,0.62,2,3,0.2985,1,1
10720,0.4242,67,644,2012-03-27,0,18,0.17,3,577,2,0.42,1,2,0.0896,1,1
2650,0.5,13,196,2011-04-25,0,7,1,4,183,2,0.52,2,1,0.0896,1,0
1135,0.2121,3,17,2011-02-20,0,0,0.35,2,14,1,0.26,1,0,0.4478,0,0
1870,0.4091,13,136,2011-03-23,0,16,0.76,3,123,2,0.4,2,3,0.2239,1,0
13193,0.7273,58,207,2012-07-08,0,21,0.7,7,149,3,0.76,1,0,0.1343,0,1
319,0.2576,5,139,2011-01-14,0,18,0.47,1,134,1,0.2,1,5,0,1,0
4224,0.6515,26,221,2011-06-29,0,21,0.39,6,195,3,0.72,1,3,0.2239,1,0
12975,0.8788,60,363,2012-06-29,0,19,0.47,6,303,3,0.9,1,5,0.194,1,1
6544,0.4394,3,32,2011-10-05,0,5,0.82,10,29,4,0.44,1,3,0.1343,1,0
7128,0.197,0,29,2011-10-29,0,14,0.87,10,29,4,0.24,3,6,0.4478,0,0
17176,0.2273,26,93,2012-12-23,0,10,0.64,12,67,1,0.22,1,0,0.194,0,1
3896,0.6061,7,25,2011-06-16,0,5,0.64,6,18,2,0.6,1,4,0.194,1,0
6433,0.6212,93,266,2011-09-30,0,14,0.47,9,173,4,0.64,2,5,0.2985,1,0
15234,0.5152,17,207,2012-10-01,0,22,0.77,10,190,4,0.54,3,1,0.0896,1,1
16755,0.303,14,198,2012-12-05,0,21,0.46,12,184,4,0.34,1,3,0.4179,1,1
14822,0.6515,116,808,2012-09-14,0,18,0.45,9,692,3,0.72,1,5,0.2239,1,1
9922,0.4242,41,148,2012-02-23,0,10,0.67,2,107,1,0.42,1,4,0.194,1,1
16944,0.3333,20,466,2012-12-13,0,18,0.42,12,446,4,0.32,1,4,0.1045,1,1
16977,0.2879,5,23,2012-12-15,0,3,0.81,12,18,4,0.24,2,6,0,0,1
3556,0.6515,3,15,2011-06-02,0,1,0.38,6,12,2,0.72,1,4,0.1045,1,0
13935,0.7273,119,686,2012-08-08,0,19,0.66,8,567,3,0.76,1,3,0.2239,1,1
2042,0.2273,3,24,2011-03-30,0,22,0.93,3,21,2,0.24,3,3,0.2239,1,0
2368,0.4394,6,61,2011-04-13,0,13,0.77,4,55,2,0.44,2,3,0.194,1,0
16228,0.2727,9,187,2012-11-13,0,21,0.49,11,178,4,0.3,1,2,0.3582,1,1
392,0.1818,2,60,2011-01-17,1,19,0.59,1,58,1,0.18,3,1,0.194,0,0
12756,0.8182,51,335,2012-06-20,0,16,0.35,6,284,2,0.9,1,3,0.1045,1,1
12912,0.6212,0,11,2012-06-27,0,4,0.4,6,11,3,0.6,1,3,0.2537,1,1
15017,0.6212,59,261,2012-09-22,0,21,0.57,9,202,3,0.64,1,6,0.2537,0,1
298,0.1515,0,64,2011-01-13,0,20,0.47,1,64,1,0.16,1,4,0.2239,1,0
1906,0.2121,3,5,2011-03-25,0,4,0.74,3,2,2,0.18,1,5,0.1045,1,0
187,0.0606,0,12,2011-01-09,0,1,0.42,1,12,1,0.1,1,0,0.4627,0,0
7275,0.4242,42,480,2011-11-04,0,17,0.38,11,438,4,0.42,1,5,0.3582,1,0
8072,0.2121,0,16,2011-12-07,0,23,0.93,12,16,4,0.24,1,3,0.3881,1,0
14195,0.6061,89,276,2012-08-19,0,15,0.65,8,187,3,0.64,2,0,0,0,1
6548,0.5152,32,219,2011-10-05,0,9,0.6,10,187,4,0.54,1,3,0.2985,1,0
1514,0.2879,25,71,2011-03-08,0,10,0.33,3,46,1,0.3,2,2,0.194,1,0
11501,0.4091,52,185,2012-04-29,0,9,0.71,4,133,2,0.4,1,0,0.1343,0,1
14191,0.5909,83,272,2012-08-19,0,11,0.78,8,189,3,0.64,3,0,0.1642,0,1
2118,0.2727,5,24,2011-04-03,0,2,0.7,4,19,2,0.26,1,0,0.1343,0,0
12823,0.6818,167,516,2012-06-23,0,11,0.48,6,349,3,0.76,1,6,0.2239,0,1
12370,0.6212,84,270,2012-06-04,0,14,0.41,6,186,2,0.62,1,1,0.4925,1,1
16771,0.3333,33,245,2012-12-06,0,13,0.39,12,212,4,0.3,1,4,0,1,1
1238,0.3939,4,71,2011-02-24,0,16,0.62,2,67,1,0.38,3,4,0.2836,1,0
11823,0.6212,166,439,2012-05-12,0,19,0.36,5,273,2,0.64,2,6,0.1642,0,1
12936,0.6061,0,11,2012-06-28,0,4,0.61,6,11,3,0.62,1,4,0.1045,1,1
1388,0.1667,1,3,2011-03-03,0,2,0.27,3,2,1,0.2,1,4,0.4627,1,0
15276,0.6667,42,478,2012-10-03,0,16,0.58,10,436,4,0.72,2,3,0,1,1
15873,0.4697,75,391,2012-10-28,0,13,0.59,10,316,4,0.48,2,0,0.4179,0,1
12651,0.5152,10,78,2012-06-16,0,7,0.68,6,68,2,0.54,1,6,0.194,0,1
13993,0.5606,2,11,2012-08-11,0,5,0.88,8,9,3,0.62,1,6,0.1045,0,1
7267,0.4242,15,254,2011-11-04,0,9,0.71,11,239,4,0.42,2,5,0.4627,1,0
4325,0.5758,33,63,2011-07-04,1,2,0.83,7,30,3,0.64,1,1,0,0,0
5294,0.697,122,314,2011-08-13,0,11,0.7,8,192,3,0.74,2,6,0.194,0,0
668,0.2273,0,2,2011-01-31,0,3,0.64,1,2,1,0.22,1,1,0.194,1,0
6213,0.5455,30,133,2011-09-21,0,10,0.88,9,103,3,0.6,2,3,0,1,0
6610,0.4848,23,136,2011-10-07,0,23,0.63,10,113,4,0.5,1,5,0,1,0
4636,0.6061,16,102,2011-07-17,0,1,0.69,7,86,3,0.64,1,0,0.194,0,0
4816,0.803,90,252,2011-07-24,0,13,0.47,7,162,3,0.86,1,0,0.2239,0,0
3510,0.5606,1,4,2011-05-31,0,3,0.94,5,3,2,0.64,2,2,0,1,0
11286,0.4848,67,237,2012-04-20,0,10,0.77,4,170,2,0.5,1,5,0.194,1,1
661,0.2727,3,33,2011-01-30,0,20,0.65,1,30,1,0.26,2,0,0.1045,0,0
6886,0.5,13,130,2011-10-19,0,12,0.94,10,117,4,0.52,3,3,0.3284,1,0
11192,0.6364,75,271,2012-04-16,1,12,0.57,4,196,2,0.68,1,1,0.2537,0,1
16635,0.3182,14,183,2012-11-30,0,21,0.75,11,169,4,0.3,1,5,0.0896,1,1
7738,0.303,1,23,2011-11-24,1,0,0.57,11,22,4,0.32,1,4,0.2239,0,0
7969,0.3939,75,305,2011-12-03,0,16,0.46,12,230,4,0.38,1,6,0,0,0
16762,0.2121,1,9,2012-12-06,0,4,0.55,12,8,4,0.22,1,4,0.2985,1,1
15151,0.6212,109,361,2012-09-28,0,11,0.69,9,252,4,0.66,2,5,0,1,1
12057,0.6061,48,243,2012-05-22,0,13,0.73,5,195,2,0.64,2,2,0,1,1
1424,0.3333,30,95,2011-03-04,0,14,0.4,3,65,1,0.36,1,5,0.2836,1,0
1344,0.1818,0,46,2011-03-01,0,6,0.59,3,46,1,0.2,1,2,0.2985,1,0
11969,0.6212,49,258,2012-05-18,0,21,0.4,5,209,2,0.6,1,5,0,1,1
6646,0.6212,189,423,2011-10-09,0,11,0.53,10,234,4,0.62,1,0,0.0896,0,0
8036,0.4545,4,32,2011-12-06,0,11,0.94,12,28,4,0.46,3,2,0.2537,1,0
1404,0.2121,6,167,2011-03-03,0,18,0.35,3,161,1,0.24,1,4,0.3284,1,0
10466,0.4242,0,2,2012-03-17,0,4,0.94,3,2,1,0.42,2,6,0,0,1
14537,0.6515,79,171,2012-09-02,0,21,0.7,9,92,3,0.7,1,0,0.1642,0,1
9167,0.1667,5,74,2012-01-22,0,20,0.86,1,69,1,0.16,3,0,0.1642,0,1
6501,0.4091,19,101,2011-10-03,0,10,0.66,10,82,4,0.4,2,1,0.1045,1,0
2405,0.4091,8,18,2011-04-15,1,2,0.76,4,10,2,0.4,1,5,0,0,0
11066,0.2879,3,106,2012-04-11,0,6,0.56,4,103,2,0.28,1,3,0.1045,1,1
5308,0.5758,16,73,2011-08-14,0,1,0.89,8,57,3,0.64,3,0,0.2239,0,0
11777,0.4848,19,230,2012-05-10,0,21,0.42,5,211,2,0.5,1,4,0.194,1,1
17289,0.2576,0,15,2012-12-28,0,5,0.6,12,15,1,0.24,2,5,0.0896,1,1
454,0.2121,0,56,2011-01-20,0,22,0.65,1,56,1,0.24,2,4,0.2836,1,0
4358,0.697,75,172,2011-07-05,0,11,0.46,7,97,3,0.78,1,2,0.1045,1,0
8285,0.3182,6,152,2011-12-16,0,20,0.45,12,146,4,0.32,2,5,0.194,1,0
16119,0.3182,25,693,2012-11-09,0,8,0.57,11,668,4,0.32,1,5,0.1642,1,1
16582,0.3333,7,179,2012-11-28,0,15,0.32,11,172,4,0.36,1,3,0.3284,1,1
1704,0.4091,22,101,2011-03-16,0,15,0.76,3,79,1,0.4,2,3,0.2537,1,0
11418,0.4848,22,192,2012-04-25,0,22,0.51,4,170,2,0.5,1,3,0,1,1
10957,0.4848,184,536,2012-04-06,0,16,0.22,4,352,2,0.5,1,5,0.4179,1,1
13680,0.6061,2,13,2012-07-29,0,4,0.69,7,11,3,0.64,1,0,0.194,0,1
9312,0.3333,18,127,2012-01-28,0,21,0.29,1,109,1,0.36,1,6,0.3582,0,1
5629,0.6667,51,205,2011-08-27,0,10,0.79,8,154,3,0.7,2,6,0.4627,0,0
14816,0.6515,119,409,2012-09-14,0,12,0.54,9,290,3,0.7,2,5,0.194,1,1
5983,0.6061,101,333,2011-09-11,0,19,0.69,9,232,3,0.64,1,0,0.1045,0,0
11259,0.4091,15,406,2012-04-19,0,7,0.82,4,391,2,0.4,2,4,0.1343,1,1
13471,0.697,51,212,2012-07-20,0,11,0.74,7,161,3,0.72,3,5,0.194,1,1
4577,0.6515,49,178,2011-07-14,0,14,0.35,7,129,3,0.74,1,4,0.2836,1,0
10749,0.5152,12,93,2012-03-28,0,23,0.68,3,81,2,0.54,1,3,0.1343,1,1
10777,0.3333,0,7,2012-03-30,0,3,0.61,3,7,2,0.34,1,5,0.1343,1,1
4967,0.7424,74,206,2011-07-30,0,20,0.43,7,132,3,0.82,1,6,0.1343,0,0
8985,0.1364,0,5,2012-01-15,0,5,0.47,1,5,1,0.16,2,0,0.3284,0,1
13277,0.6667,42,327,2012-07-12,0,9,0.58,7,285,3,0.72,1,4,0.1045,1,1
13164,0.8636,102,294,2012-07-07,0,16,0.19,7,192,3,1,1,6,0.1642,0,1
3201,0.5,2,101,2011-05-18,0,6,1,5,99,2,0.52,1,3,0.1343,1,0
3442,0.5606,17,50,2011-05-28,0,7,0.83,5,33,2,0.6,1,6,0.2537,0,0
1124,0.4394,52,155,2011-02-19,0,13,0.16,2,103,1,0.44,1,6,0.6119,0,0
2830,0.6061,46,314,2011-05-02,0,19,0.69,5,268,2,0.62,2,1,0.1343,1,0
7818,0.4091,6,42,2011-11-27,0,8,0.82,11,36,4,0.4,1,0,0.2985,0,0
13245,0.5758,3,14,2012-07-11,0,1,0.89,7,11,3,0.64,1,3,0,1,1
10737,0.4848,54,222,2012-03-28,0,11,0.42,3,168,2,0.5,1,3,0.3881,1,1
15523,0.4242,27,125,2012-10-13,0,23,0.58,10,98,4,0.42,1,6,0.2985,0,1
6541,0.4545,1,3,2011-10-05,0,2,0.82,10,2,4,0.46,1,3,0.1642,1,0
8053,0.4545,0,1,2011-12-07,0,4,1,12,1,4,0.46,3,3,0.1642,1,0
14487,0.7424,91,452,2012-08-31,0,19,0.49,8,361,3,0.8,1,5,0.1343,1,1
2352,0.4242,10,84,2011-04-12,0,21,0.82,4,74,2,0.42,2,2,0.194,1,0
10852,0.303,12,306,2012-04-02,0,7,0.66,4,294,2,0.34,1,1,0.3881,1,1
8271,0.4394,2,82,2011-12-16,0,6,0.33,12,80,4,0.44,2,5,0.2985,1,0
1403,0.303,17,202,2011-03-03,0,17,0.22,3,185,1,0.26,1,4,0,1,0
3589,0.6212,54,161,2011-06-03,0,10,0.33,6,107,2,0.62,1,5,0.2537,1,0
1510,0.2576,3,45,2011-03-08,0,6,0.59,3,42,1,0.2,1,2,0,1,0
16872,0.4545,20,564,2012-12-10,0,18,0.88,12,544,4,0.46,2,1,0.2836,1,1
15190,0.4697,21,92,2012-09-30,0,2,0.63,9,71,4,0.48,1,0,0,0,1
2767,0.4242,2,7,2011-04-30,0,4,0.54,4,5,2,0.42,2,6,0.2239,0,0
291,0.197,2,83,2011-01-13,0,13,0.41,1,81,1,0.22,1,4,0.4478,1,0
12856,0.697,108,332,2012-06-24,0,20,0.46,6,224,3,0.78,1,0,0.2537,0,1
11366,0.3333,10,379,2012-04-23,0,18,0.81,4,369,2,0.32,3,1,0.1343,1,1
4144,0.6515,197,442,2011-06-26,0,13,0.4,6,245,3,0.74,1,0,0,0,0
5270,0.6667,48,156,2011-08-12,0,11,0.29,8,108,3,0.76,1,5,0,1,0
10965,0.4242,9,94,2012-04-07,0,0,0.26,4,85,2,0.42,1,6,0.2985,0,1
15334,0.5303,13,75,2012-10-06,0,2,0.78,10,62,4,0.56,1,6,0.194,0,1
11761,0.4545,1,24,2012-05-10,0,5,0.72,5,23,2,0.46,1,4,0.2985,1,1
967,0.303,9,51,2011-02-12,0,21,0.41,2,42,1,0.26,1,6,0,0,0
2552,0.4242,0,14,2011-04-21,0,5,0.54,4,14,2,0.42,2,4,0.5522,1,0
11800,0.6061,64,341,2012-05-11,0,20,0.25,5,277,2,0.62,1,5,0.1343,1,1
830,0.2879,1,15,2011-02-07,0,0,0.65,2,14,1,0.24,1,1,0,1,0
17300,0.303,42,250,2012-12-28,0,16,0.49,12,208,1,0.3,1,5,0.1343,1,1
10370,0.4545,0,1,2012-03-13,0,4,0.82,3,1,1,0.46,2,2,0.194,1,1
9108,0.197,21,263,2012-01-20,0,9,0.47,1,242,1,0.22,1,5,0.3881,1,1
57,0.1818,10,51,2011-01-03,0,11,0.4,1,41,1,0.2,1,1,0.3284,1,0
1144,0.2576,34,104,2011-02-20,0,10,0.41,2,70,1,0.26,2,0,0.194,0,0
10380,0.6212,52,212,2012-03-13,0,14,0.53,3,160,1,0.64,1,2,0.3284,1,1
15730,0.6061,73,282,2012-10-22,0,14,0.27,10,209,4,0.62,1,1,0.194,1,1
12406,0.4848,4,11,2012-06-06,0,2,0.68,6,7,2,0.5,1,3,0,1,1
17248,0.197,0,10,2012-12-26,0,12,0.87,12,10,1,0.22,3,3,0.3284,1,1
16533,0.4242,51,228,2012-11-26,0,14,0.35,11,177,4,0.42,1,1,0,1,1
15742,0.4394,1,7,2012-10-23,0,2,0.88,10,6,4,0.44,1,2,0.1343,1,1
13083,0.6364,10,72,2012-07-04,1,7,0.65,7,62,3,0.68,1,3,0,0,1
11040,0.3485,0,2,2012-04-10,0,3,0.71,4,2,2,0.36,1,2,0.1343,1,1
16506,0.2576,49,204,2012-11-25,0,11,0.41,11,155,4,0.26,2,0,0.2239,0,1
6533,0.5152,68,524,2011-10-04,0,18,0.64,10,456,4,0.54,1,2,0.2836,1,0
8552,0.3182,0,12,2011-12-28,0,1,0.76,12,12,1,0.32,1,3,0.1642,1,0
3669,0.6667,56,556,2011-06-06,0,18,0.31,6,500,2,0.76,1,1,0.1343,1,0
5067,0.6364,2,17,2011-08-04,0,0,0.89,8,15,3,0.68,2,4,0.0896,1,0
10192,0.2727,11,387,2012-03-05,0,17,0.45,3,376,1,0.3,3,1,0.2985,1,1
15619,0.4545,15,99,2012-10-17,0,23,0.88,10,84,4,0.46,1,3,0.2239,1,1
9580,0.2273,0,2,2012-02-09,0,2,0.8,2,2,1,0.22,1,4,0.1343,1,1
5490,0.6667,17,68,2011-08-21,0,15,0.84,8,51,3,0.7,1,0,0.2836,0,0
7369,0.5455,33,188,2011-11-08,0,15,0.46,11,155,4,0.58,1,2,0.1045,1,0
5506,0.6212,11,281,2011-08-22,0,7,0.61,8,270,3,0.66,1,1,0.3284,1,0
14398,0.6364,2,15,2012-08-28,0,2,0.83,8,13,3,0.68,1,2,0.2537,1,1
10148,0.4545,24,154,2012-03-03,0,21,0.19,3,130,1,0.46,1,6,0.3284,0,1
8914,0.3485,1,89,2012-01-12,0,6,0.93,1,88,1,0.36,3,4,0.1343,1,1
11854,0.6061,1,2,2012-05-14,0,2,0.6,5,1,2,0.6,1,1,0.2985,1,1
3150,0.4848,1,4,2011-05-16,0,3,0.94,5,3,2,0.5,1,1,0.1642,1,0
8859,0.2273,8,62,2012-01-09,0,22,0.92,1,54,1,0.2,2,1,0.1045,1,1
4860,0.6818,25,187,2011-07-26,0,9,0.4,7,162,3,0.76,1,2,0.2239,1,0
12602,0.5455,12,181,2012-06-14,0,6,0.6,6,169,2,0.58,1,4,0.2836,1,1
16350,0.3485,6,59,2012-11-18,0,23,0.66,11,53,4,0.36,1,0,0.2239,0,1
10964,0.4242,21,113,2012-04-06,0,23,0.3,4,92,2,0.42,1,5,0.2836,1,1
6199,0.5303,41,253,2011-09-20,0,20,0.94,9,212,3,0.56,1,2,0,1,0
17156,0.2879,20,161,2012-12-22,0,14,0.36,12,141,1,0.32,1,6,0.4627,0,1
11014,0.4545,4,16,2012-04-09,0,1,0.41,4,12,2,0.46,1,1,0.1343,1,1
13521,0.6515,238,626,2012-07-22,0,13,0.65,7,388,3,0.7,2,0,0.0896,0,1
3127,0.5,5,13,2011-05-15,0,4,1,5,8,2,0.52,2,0,0,0,0
753,0.2121,2,147,2011-02-03,0,18,0.4,2,145,1,0.2,1,4,0.1642,1,0
9987,0.2273,0,21,2012-02-26,0,3,0.41,2,21,1,0.24,1,0,0.194,0,1
5933,0.6667,54,505,2011-09-09,0,17,0.79,9,451,3,0.7,1,5,0.2537,1,0
8912,0.3485,0,2,2012-01-12,0,4,0.93,1,2,1,0.36,3,4,0.194,1,1
6950,0.3939,4,8,2011-10-22,0,4,0.66,10,4,4,0.38,1,6,0.0896,0,0
6187,0.5152,13,209,2011-09-20,0,8,0.94,9,196,3,0.54,3,2,0.2537,1,0
